publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	undefined	coverage_notes
Irish Geography	0075-0778	1939-4055	1954-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rigy20		rigy20		fulltext	Previously: Geographical Society of Ireland. Bulletin (1944-1953)		serial										0075-0778	1939-4055				
Intellectual News	1561-5324		1996-01-01	1	1	2005-12-31	15	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rihr19		rihr19		fulltext	now: Intellectual History Review		serial										1561-5324					
Intellectual History Review	1749-6977	1749-6985	2007-01-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rihr20		rihr20		fulltext	Previously: Intellectual News (1900-2006)		serial										1749-6977	1749-6985				
Innovations in Education & Training International	1355-8005	1469-8420	1964-01-01	1	1	2000-01-01	37	4	http://www.tandfonline.com/openurl?genre=journal&stitle=riie19		riie19		fulltext	now: Innovations in Education and Teaching International		serial										1355-8005	1469-8420				
Innovations in Education and Teaching International	1470-3297	1470-3300	2001-01-01	38	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riie20		riie20		fulltext	previously: Innovations in Education and Teaching International		serial										1470-3297	1470-3300				
Interventions	1369-801X	1469-929X	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riij20		riij20		fulltext			serial										1369-801X	1469-929X				
International Journal for Academic Development	1360-144X	1470-1324	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rija20		rija20		fulltext			serial										1360-144X	1470-1324				
The International Journal of Human Resource Management	0958-5192	1466-4399	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijh20		rijh20		fulltext			serial										0958-5192	1466-4399				
International Journal of Jungian Studies	1940-9052	1940-9060	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijj20		rijj20		fulltext			serial										1940-9052	1940-9060				
International Journal of Mental Health Promotion	1462-3730	2049-8543	2002-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijm20		rijm20		fulltext			serial										1462-3730	2049-8543				
International Journal of Play	2159-4937	2159-4953	2012-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijp20		rijp20		fulltext	New to Routledge for 2012		serial										2159-4937	2159-4953				
International Journal of Sport and Exercise Psychology	1612-197X	1557-251X	2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijs20		rijs20		fulltext			serial										1612-197X	1557-251X				
International Journal of Tourism Sciences	1598-0634	2377-0058	2000-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=rijt20		rijt20		fulltext	transfer in (2015): TOSOK.		serial										1598-0634	2377-0058				
Innovation in Language Learning and Teaching	1750-1229	1750-1237	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rill20		rill20		fulltext			serial										1750-1229	1750-1237				
New Review of Information and Library Research	1361-455X	1740-7850	2003-01-01	9	1	2003-01-01	9	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rilr20		rilr20		fulltext	now: New Review of Information Networking (1900 - current)		serial										1361-455X	1740-7850				
Innovation: Management, Policy, & Practice	1447-9338		2002-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RIMP		RIMP		fulltext	transfer in (2015): Econtent Management. Previously: R & D Enterprise: Asia Pacific (1998-2001)		serial										1447-9338					
R & D Enterprise: Asia Pacific	1440-1266		1998-01-01	1	1	2000-12-31	3	5/6	http://www.tandfonline.com/openurl?genre=journal&stitle=rimp20		rimp20		fulltext	Now: Innovation		serial										1440-1266					
Imago Mundi	0308-5694	1479-7801	1935-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rimu20		rimu20		fulltext			serial										0308-5694	1479-7801				
International Journal of Advertising	0265-0487	1759-3948	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RINA		RINA		fulltext	transfer in (2015): WARC		serial									10.1111/(ISSN)0285-0487	0265-0487	1759-3948				
The International History Review	0707-5332	1949-6540	1979-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rinh20		rinh20		fulltext			serial										0707-5332	1949-6540				
New Review of Information Networking	1361-4576	1740-7869	1995-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rinn20		rinn20		fulltext			serial										1361-4576	1740-7869				
Infant Observation	1369-8036	1745-8943	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riob20		riob20		fulltext			serial										1369-8036	1745-8943				
Journal of the Indian Ocean Region	1948-0881	1948-108X	2010-01-06	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rior20		rior20		fulltext			serial										1948-0881	1948-108X				
International Journal of Philosophical Studies	0967-2559	1466-4542	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riph20		riph20		fulltext			serial										0967-2559	1466-4542				
Indo-Pacific Journal of Phenomenology	2079-7222	1445-7377	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ripj20		ripj20		fulltext	Open Access		serial										2079-7222	1445-7377				
The Irish Journal of Psychology	0303-3910	2158-0812	1997-01-01	18	1	2014-12-31	35	4	http://www.tandfonline.com/openurl?genre=journal&stitle=riri20		riri20		fulltext	transfer out (2016):Psychological Society of Ireland		serial										0303-3910	2158-0812				
The International Review of Retail, Distribution and Consumer Research	0959-3969	1466-4402	1990-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirr20		rirr20		fulltext			serial										0959-3969	1466-4402				
International Review of Sport and Exercise Psychology	1750-984X	1750-9858	2008-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirs20		rirs20		fulltext			serial										1750-984X	1750-9858				
Behavioral Sciences of Terrorism and Political Aggression	1943-4472	1943-4480	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirt20		rirt20		fulltext			serial										1943-4472	1943-4480				
Journal of Intervention and Statebuilding	1750-2977	1750-2985	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=risb20		risb20		fulltext			serial										1750-2977	1750-2985				
International Journal of Sport Policy and Politics	1940-6940	1940-6959	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=risp20		risp20		fulltext			serial										1940-6940	1940-6959				
International Studies in Sociology of Education	0962-0214	1747-5066	1991-01-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=riss20		riss20		fulltext			serial										0962-0214	1747-5066				
Contemporary Italian Politics	2324-8823	2324-8831	2013-01-04	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rita20		rita20		fulltext	New to Routledge for 2013		serial										2324-8823	2324-8831				
International Journal of Training Research	1448-0220		2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RITR		RITR		fulltext	transfer in (2015): Econtent Management		serial										1448-0220					
The Interpreter and Translator Trainer	1750-399X	1757-0417	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ritt20		ritt20		fulltext	Transfer in (2014) : St Jerome Publishing		serial										1750-399X	1757-0417				
Infancia y Aprendizaje: Journal for the Study of Education and Development	0210-3702	1578-4126	1978-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riya20		riya20		fulltext			serial										0210-3702	1578-4126				
Journal of Arabian Studies	2153-4764	2153-4780	2011-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjab20		rjab20		fulltext			serial										2153-4764	2153-4780				
Journal of Applied Communication Research	0090-9882	1479-5752	1973-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjac20		rjac20		fulltext			serial										0090-9882	1479-5752				
Journal of Architectural Education (1984-)	1046-4883	1531-314X	1973-01-01	26	4				http://www.tandfonline.com/openurl?genre=journal&stitle=rjae20		rjae20		fulltext			serial									10.1111/(ISSN)1531-314X	1046-4883	1531-314X				
South African Journal of African Languages	0257-2117	2305-1159	1981-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjal20		rjal20		fulltext			serial										0257-2117	2305-1159				
Journal of the Asia Pacific Economy	1354-7860	1469-9648	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjap20		rjap20		fulltext			serial										1354-7860	1469-9648				
The Journal of Architecture	1360-2365	1466-4410	1996-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjar20		rjar20		fulltext			serial										1360-2365	1466-4410				
Atlantic Studies	1478-8810	1740-4649	2004-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjas20		rjas20		fulltext			serial										1478-8810	1740-4649				
Journal of Australian Studies	1444-3058	1835-6419	1977-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjau20		rjau20		fulltext			serial										1444-3058	1835-6419				
Javnost - The Public	1318-3222		1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RJAV		RJAV		fulltext	transfer in (2015): Euricom		serial										1318-3222					
Jazz Perspectives	1749-4060	1749-4079	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjaz20		rjaz20		fulltext			serial										1749-4060	1749-4079				
Journal of Biological Education	0021-9266	2157-6009	1967-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjbe20		rjbe20		fulltext			serial										0021-9266	2157-6009				
Journal of Borderlands Studies	0886-5655	2159-1229	1986-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjbs20		rjbs20		fulltext			serial										0886-5655	2159-1229				
Journal of Chinese Cinemas	1750-8061	1750-807X	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcc20		rjcc20		fulltext	Transfer in (2014) : Intellect		serial										1750-8061	1750-807X				
Journal of Cultural Economy	1753-0350	1753-0369	2008-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjce20		rjce20		fulltext			serial										1753-0350	1753-0369				
Journal of Cultural Geography	0887-3631	1940-6320	1980-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcg20		rjcg20		fulltext			serial										0887-3631	1940-6320				
Jewish Culture and History	1462-169X	2167-9428	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjch20		rjch20		fulltext			serial										1462-169X	2167-9428				
Journal of Crime and Justice	0735-648X	2158-9119	1984-01-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcj20		rjcj20		fulltext			serial										0735-648X	2158-9119				
Journal of Change Management	1469-7017	1479-1811	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcm20		rjcm20		fulltext			serial										1469-7017	1479-1811				
Journal of Child Psychotherapy	0075-417X	1469-9370	1963-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjcp20		rjcp20		fulltext			serial										0075-417X	1469-9370				
New Global Development	1080-9716		1995-01-01	11	1	2005-01-01	21	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rjcs19		rjcs19		fulltext	previously: Journal of International and Comparative Social Welfare (1984 - 1994). Now: Journal of Comparative Social Welfare		serial										1080-9716					
Journal of Comparative Social Welfare	1748-6831	1748-684X	2006-01-01	22	1	2012-01-01	28	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjcs20		rjcs20		fulltext	now: Journal of International and Comparative Social Policy (2013- )		serial										1748-6831	1748-684X				
Journal of Development Effectiveness	1943-9342	1943-9407	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjde20		rjde20		fulltext			serial										1943-9342	1943-9407				
Judicial Review	1085-4681	1757-8434	1996-01-01	1	1				http://www.tandfonline.com/loi/rjdr20		rjdr20			Transfer in (2015): Hart Publishing		serial										1085-4681	1757-8434				
Journal of Eastern African Studies	1753-1055	1753-1063	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjea20		rjea20		fulltext			serial										1753-1055	1753-1063				
Journal of Economic Methodology	1350-178X	1469-9427	1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjec20		rjec20		fulltext			serial										1350-178X	1469-9427				
Jewish Quarterly	0449-010X	2326-2516	1953-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjeq20		rjeq20		fulltext			serial										0449-010X	2326-2516				
Japan Forum	0955-5803	1469-932X	1989-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjfo20		rjfo20		fulltext			serial										0955-5803	1469-932X				
