publication_title	online_identifier	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Florian - The SAGE Handbook of Special Education: Two Volume Set (Second Edition)	9781446282236	http://knowledge.sagepub.com/view/the-sage-handbook-of-special-education-2e/SAGE.xml		the-sage-handbook-of-special-education-2e				SAGE Publications Ltd	Monograph	12/11/2013	7/04/2014		Second Edition	Florian		227312	F
Harland - The SAGE Handbook of Strategic Supply Management	9781446269886	http://knowledge.sagepub.com/view/the-sage-handbook-of-strategic-supply-management/SAGE.xml		the-sage-handbook-of-strategic-supply-management				SAGE Publications Ltd	Monograph	23/01/2013	22/03/2013			Harland			F
Alvarado - The SAGE Handbook of Television Studies	9781473910423	http://knowledge.sagepub.com/view/the-sage-handbook-of-television-studies/SAGE.xml		the-sage-handbook-of-television-studies				SAGE Publications Ltd	Monograph	9/12/2014	20/02/2015			Alvarado			F
Beckford - The SAGE Handbook of the Sociology of Religion	9781848607965	http://knowledge.sagepub.com/view/hdbk_socreligion/SAGE.xml		hdbk_socreligion				SAGE Publications Ltd	Monograph	29/10/2007	1/10/2010			Beckford			F
Jamal - The SAGE Handbook of Tourism Studies	9780857021076	http://knowledge.sagepub.com/view/hdbk_tourism/SAGE.xml		hdbk_tourism				SAGE Publications Ltd	Monograph	18/06/2009	18/09/2009			Jamal			F
Rodrigue - The SAGE Handbook of Transport Studies	9781446247655	http://knowledge.sagepub.com/view/hdbk_transportstudies/SAGE.xml		hdbk_transportstudies				SAGE Publications Ltd	Monograph	20/06/2013	30/08/2013			Rodrigue			F
Margolis - The SAGE Handbook of Visual Research Methods	9781446268278	http://knowledge.sagepub.com/view/sage-hdbk-visual-research-methods/SAGE.xml		sage-hdbk-visual-research-methods				SAGE Publications Ltd	Monograph	14/07/2011	31/01/2014			Margolis			F
Malloch - The SAGE Handbook of Workplace Learning	9781446200940	http://knowledge.sagepub.com/view/hdbk_workplacelearning/SAGE.xml		hdbk_workplacelearning				SAGE Publications Ltd	Monograph	21/09/2010	31/03/2011			Malloch			F
Beard - The SAGE Handbook of Writing Development	9780857021069	http://knowledge.sagepub.com/view/hdbk_writingdev/SAGE.xml		hdbk_writingdev				SAGE Publications Ltd	Monograph	9/07/2009	23/09/2009			Beard			F
Ryan - The SAGE International Handbook of Educational Evaluation	9781452226606	http://knowledge.sagepub.com/view/the-sage-intl-handbook-of-education-evaluation/SAGE.xml	Ryan	the-sage-intl-handbook-of-education-evaluation				"SAGE Publications, Inc"	Monograph	15/07/2009	30/01/2014						F
Delano-Oriaran - The SAGE Sourcebook of Service-Learning and Civic Engagement	9781483346625	http://knowledge.sagepub.com/view/the-sage-sourcebook-of-service-learning-and-civic-engagement/SAGE.xml		the-sage-sourcebook-of-service-learning-and-civic-engagement				"SAGE Publications, Inc"	Monograph	23/03/2015	27/05/2015			Delano-Oriaran			F
Sulkunen - The Saturated Society: Governing Risk & Lifestyles in Consumer Culture	9781446218358	http://knowledge.sagepub.com/view/the-saturated-society/SAGE.xml	Sulkunen	the-saturated-society				SAGE Publications Ltd	Monograph	19/03/2009	19/06/2012						F
"Kowalski - The School Superintendent: Theory, Practice, and Cases (Second Edition)"	9781452204451	http://knowledge.sagepub.com/view/the-school-superintendent-2e/SAGE.xml	Kowalski	the-school-superintendent-2e				"SAGE Publications, Inc"	Monograph	9/06/2005	19/06/2012		Second Edition				F
Bhattacharjee - The Second Homeland: Polish Refugees in India	9788132113959	http://knowledge.sagepub.com/view/the-second-homeland/SAGE.xml	Bhattacharjee	the-second-homeland				SAGE India	Monograph	8/11/2012	26/12/2013						F
Kalekin-Fishman - The Shape of Sociology for the 21st Century: Tradition and Renewal	9781446288641	http://knowledge.sagepub.com/view/the-shape-of-sociology-for-the-21st-century/SAGE.xml		the-shape-of-sociology-for-the-21st-century				SAGE Publications Ltd	Monograph	20/04/2012	26/12/2013			Kalekin-Fishman			F
Falk - The Shopping Experience	9781446216972	http://knowledge.sagepub.com/view/the-shopping-experience/SAGE.xml		the-shopping-experience				SAGE Publications Ltd	Monograph	15/08/1997	19/06/2012			Falk			F
"Dean - The Signature of Power: Sovereignty, Governmentality and Biopolitics"	9781446288313	http://knowledge.sagepub.com/view/the-signature-of-power/SAGE.xml	Dean	the-signature-of-power				SAGE Publications Ltd	Monograph	25/09/2013	26/12/2013						F
Chima - The Sikh Separatist Insurgency in India: Political Leadership and Ethnonationalist Movements	9788132112860	http://knowledge.sagepub.com/view/the-sikh-separatist-insurgency-in-india/SAGE.xml	Chima	the-sikh-separatist-insurgency-in-india				SAGE India	Monograph	25/01/2010	20/12/2013						F
Yuval-Davis - The Situated Politics of Belonging	9781446213490	http://knowledge.sagepub.com/view/the-situated-politics-of-belonging/SAGE.xml		the-situated-politics-of-belonging				SAGE Publications Ltd	Monograph	27/06/2006	19/06/2012			Yuval-Davis			F
Bel - The Social and the Symbolic: Volume II	9788132112495	http://knowledge.sagepub.com/view/communication-processes-vol-2/SAGE.xml		communication-processes-vol-2				SAGE India	Monograph	20/02/2007	20/12/2013	2		Bel			F
"Crossley - The Social Body: Habit, Identity and Desire"	9781446219867	http://knowledge.sagepub.com/view/the-social-body/SAGE.xml	Crossley	the-social-body				SAGE Publications Ltd	Monograph	13/03/2001	19/06/2012						F
Hepworth - The Social Construction of Anorexia Nervosa	9781446217306	http://knowledge.sagepub.com/view/the-social-construction-of-anorexia-nervosa/SAGE.xml	Hepworth	the-social-construction-of-anorexia-nervosa				SAGE Publications Ltd	Monograph	22/04/1999	19/06/2012						F
Christiansen - The Social Construction of Europe	9781446221105	http://knowledge.sagepub.com/view/the-social-construction-of-europe/SAGE.xml		the-social-construction-of-europe				SAGE Publications Ltd	Monograph	3/04/2001	19/06/2012			Christiansen			F
Miller - The Social History of Crime and Punishment in America: An Encyclopedia	9781452218427	http://knowledge.sagepub.com/view/socialhistory-crime-punishment/SAGE.xml		socialhistory-crime-punishment				"SAGE Publications, Inc"	Monograph	20/07/2012	14/09/2012			Miller			F
Coleman - The Social History of the American Family: An Encyclopedia	9781452286143	http://knowledge.sagepub.com/view/the-social-history-of-the-american-family/SAGE.xml		the-social-history-of-the-american-family				"SAGE Publications, Inc"	Monograph	2/09/2014	21/11/2014			Coleman			F
Doyle - The Social Meanings of Money and Property: In Search of a Talisman	9781483328324	http://knowledge.sagepub.com/view/the-social-meanings-of-money-and-property/SAGE.xml	Doyle	the-social-meanings-of-money-and-property				"SAGE Publications, Inc"	Monograph	16/04/1999	20/12/2013						F
Middleton - The Social Psychology of Experience: Studies in Remembering and Forgetting	9781446221808	http://knowledge.sagepub.com/view/the-social-psychology-of-experience/SAGE.xml	Middleton	the-social-psychology-of-experience				SAGE Publications Ltd	Monograph	13/04/2005	19/06/2012						F
Zuckerman - The Social Theory of W.E.B. Du Bois	9781483328843	http://knowledge.sagepub.com/view/the-social-theory-of-web-du-bois/SAGE.xml	Zuckerman	the-social-theory-of-web-du-bois				"SAGE Publications, Inc"	Monograph	20/02/2004	20/12/2013						F
Trevino - The Social Thought of C. Wright Mills	9781483349633	http://knowledge.sagepub.com/view/the-social-thought-of-c-wright-mills/SAGE.xml	Trevino	the-social-thought-of-c-wright-mills				"SAGE Publications, Inc"	Monograph	4/05/2011	26/12/2013						F
Riley - The Social Thought of Emile Durkheim	9781483349565	http://knowledge.sagepub.com/view/the-social-thought-of-emile-durkheim/SAGE.xml	Riley	the-social-thought-of-emile-durkheim				"SAGE Publications, Inc"	Monograph	4/02/2014	4/03/2014						F
Helle - The Social Thought of Georg Simmel	9781483387598	http://knowledge.sagepub.com/view/the-social-thought-of-georg-simmel/SAGE.xml	Helle	the-social-thought-of-georg-simmel				"SAGE Publications, Inc"	Monograph	4/02/2014	24/12/2014						F
Holt - The Social Thought of Karl Marx	9781483349381		Holt					"SAGE Publications, Inc"	Monograph	11/06/2014	8/08/2014						F
Lieberman - The Social Workout Book: Strength-Building Exercises for the Pre-Professional (Second Edition)	9781452230429	http://knowledge.sagepub.com/view/the-social-workout-book-2e/SAGE.xml	Lieberman	the-social-workout-book-2e				"SAGE Publications, Inc"	Monograph	9/12/2010	19/06/2012		Second Edition			7002	F
Kist - The Socially Networked Classroom: Teaching in the New Media Age	9781452219363	http://knowledge.sagepub.com/view/the-socially-networked-classroom/SAGE.xml	Kist	the-socially-networked-classroom				Corwin	Monograph	20/10/2009	19/06/2012						F
Shilling - The Sociological Ambition: Elementary Forms of Social and Moral Life	9781446219652	http://knowledge.sagepub.com/view/the-sociological-ambition/SAGE.xml	Shilling	the-sociological-ambition				SAGE Publications Ltd	Monograph	5/09/2001	19/06/2012						F
Corrigan - The Sociology of Consumption: An Introduction	9781446216903	http://knowledge.sagepub.com/view/the-sociology-of-consumption/SAGE.xml	Corrigan	the-sociology-of-consumption				SAGE Publications Ltd	Monograph	22/08/1997	19/06/2012						F
Malesevic - The Sociology of Ethnicity	9781446215029	http://knowledge.sagepub.com/view/the-sociology-of-ethnicity/SAGE.xml	Malesevic	the-sociology-of-ethnicity				SAGE Publications Ltd	Monograph	18/03/2004	19/06/2012						F
Fuller - The Sociology of Intellectual Life: The Career of the Mind in and Around Academy	9781446214060	http://knowledge.sagepub.com/view/the-sociology-of-intellectual-life/SAGE.xml	Fuller	the-sociology-of-intellectual-life				SAGE Publications Ltd	Monograph	18/08/2009	19/06/2012						F
Lundskow - The Sociology of Religion: A Substantive and Transdisciplinary Approach	9781483329468	http://knowledge.sagepub.com/view/the-sociology-of-religion/SAGE.xml	Lundskow	the-sociology-of-religion				"SAGE Publications, Inc"	Monograph	10/06/2008	20/12/2013						F
Cregan - The Sociology of the Body: Mapping the Abstraction of Embodiment	9781446214978	http://knowledge.sagepub.com/view/the-sociology-of-the-body/SAGE.xml	Cregan	the-sociology-of-the-body				SAGE Publications Ltd	Monograph	31/03/2006	19/06/2012						F
Macdonald - The Sociology of the Professions	9781446222188	http://knowledge.sagepub.com/view/the-sociology-of-the-professions/SAGE.xml	Macdonald	the-sociology-of-the-professions				SAGE Publications Ltd	Monograph	26/09/1995	19/06/2012						F
Gould - The South Asia Story: The First Sixty Years of US Relations with India and Pakistan	9788132112068	http://knowledge.sagepub.com/view/the-south-asia-story/SAGE.xml	Gould	the-south-asia-story				SAGE India	Monograph	22/04/2010	20/12/2013						F
Barratt - The Special Educator's Tool Kit	9788132108429	http://knowledge.sagepub.com/view/the-special-educators-tool-kit/SAGE.xml	Barratt	the-special-educators-tool-kit				SAGE India	Monograph	5/09/2008	19/06/2012						F
Chouliaraki - The Spectatorship of Suffering	9781446220658	http://knowledge.sagepub.com/view/the-spectatorship-of-suffering/SAGE.xml	Chouliaraki	the-spectatorship-of-suffering				SAGE Publications Ltd	Monograph	7/06/2006	19/06/2012						F
Smart - The Sport Star: Modern Sport and the Cultural Economy of Sporting Celebrity	9781446215630	http://knowledge.sagepub.com/view/the-sport-star/SAGE.xml	Smart	the-sport-star				SAGE Publications Ltd	Monograph	24/08/2005	19/06/2012						F
Van Horn - The State of the States	9781483330488	http://knowledge.sagepub.com/view/the-state-of-the-states/SAGE.xml		the-state-of-the-states				CQ Press	Monograph	9/12/2005	20/12/2013			Van Horn			F
Rugg - The Stress-Free Guide to Studying at University	9781446279748	http://knowledge.sagepub.com/view/the-stress-free-guide-to-studying-at-university/SAGE.xml	Rugg	the-stress-free-guide-to-studying-at-university				SAGE Publications Ltd	Monograph	8/04/2008	20/12/2013						F
Pennington - The Student Guide to Counselling & Psychotherapy Approaches	9781473915114	http://knowledge.sagepub.com/view/the-student-guide-to-counselling-and-psychotherapy-approaches/SAGE.xml	Pennington	the-student-guide-to-counselling-and-psychotherapy-approaches				SAGE Publications Ltd	Monograph	4/10/2012	22/12/2014						F
Gribben - The Study Skills Toolkit for Students with Dyslexia	9781473914902	http://knowledge.sagepub.com/view/the-study-skills-toolkit-for-students-with-dyslexia/SAGE.xml	Gribben	the-study-skills-toolkit-for-students-with-dyslexia				SAGE Publications Ltd	Monograph	30/09/2012	22/12/2014						F
Fink - The Succession Challenge: Building and Sustaining Leadership Capacity Through Succession Management	9781446251706	http://knowledge.sagepub.com/view/the-succession-challenge/SAGE.xml	Fink	the-succession-challenge				SAGE Publications Ltd	Monograph	5/03/2010	19/06/2012						F
Jost - The Supreme Court A to Z (4th Edition)	9781483300658	http://knowledge.sagepub.com/view/the-supreme-court-a-to-z-4e/SAGE.xml	Jost	the-supreme-court-a-to-z-4e				CQ Press	Monograph	1/12/2006	22/10/2013		4th Edition				F
Jost - The Supreme Court A to Z (5th Edition)	9781452234373	http://knowledge.sagepub.com/view/the-supreme-court-a-to-z-5e/SAGE.xml	Jost	the-supreme-court-a-to-z-5e				CQ Press	Monograph	12/03/2012	22/10/2013		5th Edition				F
Lurie - The Supreme Court and Military Justice	9781452276298	http://knowledge.sagepub.com/view/the-supreme-court-and-military-justice/SAGE.xml	Lurie	the-supreme-court-and-military-justice				CQ Press	Monograph	13/08/2013	18/10/2013						F
Novkov - The Supreme Court and the Presidency: Struggles for Supremacy	9781452234182	http://knowledge.sagepub.com/view/the-supreme-court-and-the-presidency/SAGE.xml	Novkov	the-supreme-court-and-the-presidency				CQ Press	Monograph	12/03/2013	24/05/2013						F
"Epstein - The Supreme Court Compendium: Data, Decisions, and Developments"	9781483376592	http://knowledge.sagepub.com/view/supreme-court-compendium-data-decisions-and-developments-sixth-edition/SAGE.xml	Epstein	supreme-court-compendium-data-decisions-and-developments-sixth-edition				CQ Press	Monograph	29/07/2015	25/08/2015						F
"Epstein - The Supreme Court Compendium: Data, Decisions, and Developments (5th Edition)"	9781608717620	http://knowledge.sagepub.com/view/the-supreme-court-compendium-5e/SAGE.xml	Epstein	the-supreme-court-compendium-5e				CQ Press	Monograph	5/12/2011	22/10/2013		5th Edition				F
"Cushman - The Supreme Court Justices: Illustrated Biographies, 1789ñ2012 (Third Edition)"	9781452235356	http://knowledge.sagepub.com/view/the-supreme-court-justices/SAGE.xml		the-supreme-court-justices				CQ Press	Monograph	30/11/2012	8/05/2013		Third Edition	Cushman			F
"Davis - The Supreme Court, Race, and Civil Rights: From Marshall to Rehnquist"	9781452234106	http://knowledge.sagepub.com/view/the-supreme-court-race-and-civil-rights/SAGE.xml	Davis	the-supreme-court-race-and-civil-rights				"SAGE Publications, Inc"	Monograph	25/07/1995	19/06/2012						F
Lee - The Survivor's Guide	9781452225784	http://knowledge.sagepub.com/view/the-survivors-guide/SAGE.xml	Lee	the-survivors-guide				"SAGE Publications, Inc"	Monograph	2/02/1995	19/06/2012						F
Scheibe - The Teacherís Guide to Media Literacy: Critical Thinking in a Multimedia World	9781483387581	http://knowledge.sagepub.com/view/the-teachers-guide-to-media-literacy/SAGE.xml	Scheibe	the-teachers-guide-to-media-literacy				Corwin	Monograph	7/11/2011	19/12/2014						F
Bott - The Therapeutic Encounter: A Cross-modality Approach	9781446250785	http://knowledge.sagepub.com/view/the-therapeutic-encounter/SAGE.xml	Bott	the-therapeutic-encounter				SAGE Publications Ltd	Monograph	21/02/2012	11/10/2012						F
Bender - The Therapeutic Purposes of Reminiscence	9781446279823	http://knowledge.sagepub.com/view/the-therapeutic-purposes-of-reminiscence/SAGE.xml	Bender	the-therapeutic-purposes-of-reminiscence				SAGE Publications Ltd	Monograph	29/12/1998	20/12/2013						F
Carrell - The Therapist's Toolbox: 26 Tools and an Assortment of Implements for the Busy Therapist	9781483328614	http://knowledge.sagepub.com/view/the-therapists-toolbox/SAGE.xml	Carrell	the-therapists-toolbox				"SAGE Publications, Inc"	Monograph	21/06/2001	20/12/2013						F
Rosenthal - The Third House: Lobbyists and Lobbying in the States (2nd Edition)	9781483345178	http://knowledge.sagepub.com/view/the-third-house-lobbyists-and-lobbying-in-the-states-2ed/SAGE.xml	Rosenthal	the-third-house-lobbyists-and-lobbying-in-the-states-2ed				CQ Press	Monograph	1/02/2001	20/12/2013		2nd Edition				F
Swamy - The Tiger Vanquished: LTTE's Story	9788132112075	http://knowledge.sagepub.com/view/the-tiger-vanquished/SAGE.xml	Swamy	the-tiger-vanquished				SAGE India	Monograph	17/05/2010	20/12/2013						F
Maffesoli - The Time of the Tribes: The Decline of Individualism in Mass Society	9781446222133	http://knowledge.sagepub.com/view/the-time-of-the-tribes/SAGE.xml	Maffesoli	the-time-of-the-tribes				SAGE Publications Ltd	Monograph	5/12/1995	19/06/2012						F
Urry - The Tourist Gaze 3.0 (Third Edition)	9781446251904	http://knowledge.sagepub.com/view/the-tourist-gaze-3-0-3e/SAGE.xml	Urry	the-tourist-gaze-3-0-3e				SAGE Publications Ltd	Monograph	24/08/2011	14/11/2012		Third Edition			219292	F
Ekins - The Transgender Phenomenon	9781446220917	http://knowledge.sagepub.com/view/the-transgender-phenomenon/SAGE.xml	Ekins	the-transgender-phenomenon				SAGE Publications Ltd	Monograph	23/10/2006	19/06/2012						F
Crow - The Treatment and Rehabilitation of Offenders	9781446218532	http://knowledge.sagepub.com/view/the-treatment-and-rehabilitation-of-offenders/SAGE.xml		the-treatment-and-rehabilitation-of-offenders				SAGE Publications Ltd	Monograph	28/05/2001	19/06/2012			Crow			F
Maddex - The U.S. Constitution A to Z (1st Edition)	9781483302799	http://knowledge.sagepub.com/view/the-us-constitution-a-to-z-1e/SAGE.xml		the-us-constitution-a-to-z-1e				CQ Press	Monograph	22/10/2013	22/10/2013		1st Edition	Maddex			F
Maddex - The U.S. Constitution A to Z (2nd Edition)	9781483300634	http://knowledge.sagepub.com/view/the-us-constitution-a-to-z-2e/SAGE.xml	Maddex	the-us-constitution-a-to-z-2e				CQ Press	Monograph	1/07/2008	22/10/2013		2nd Edition				F
