publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	onlineidentifier
Dialectical Anthropology	0304-4092								http://link.springer.com/journal/10624		10624														1573-0786
Differential Equations	0012-2661								http://link.springer.com/journal/10625		10625														1608-3083
Discrete Event Dynamic Systems	0924-6703								http://link.springer.com/journal/10626		10626														1573-7594
Doklady Biochemistry and Biophysics	1607-6729								http://link.springer.com/journal/10628		10628														1608-3091
Doklady Biophysics	0012-4974								http://link.springer.com/journal/10629		10629														1573-8930
Doklady Biological Sciences	0012-4966								http://link.springer.com/journal/10630		10630														1608-3105
Doklady Chemistry	0012-5008								http://link.springer.com/journal/10631		10631														1608-3113
Doklady Chemical Technology	0012-4990								http://link.springer.com/journal/10632		10632														1573-8957
Documenta Ophthalmologica	0012-4486								http://link.springer.com/journal/10633		10633														1573-2622
Doklady Physical Chemistry	0012-5016								http://link.springer.com/journal/10634		10634														1608-3121
Doklady Botanical Sciences	0012-4982								http://link.springer.com/journal/10635		10635														1573-8442
Dreaming	1053-0797								http://link.springer.com/journal/10636		10636														1573-3351
Investigational New Drugs	0167-6997								http://link.springer.com/journal/10637		10637														1573-0646
Dynamics and Control	0925-4668								http://link.springer.com/journal/10638		10638														1573-8450
Education and Information Technologies	1360-2357								http://link.springer.com/journal/10639		10639														1573-7608
Environmental and Resource Economics	0924-6460								http://link.springer.com/journal/10640		10640														1573-1502
Environmental Biology of Fishes	0378-1909								http://link.springer.com/journal/10641		10641														1573-5133
Early Childhood Education Journal	1082-3301								http://link.springer.com/journal/10643		10643														1573-1707
Economic Change and Restructuring	1573-9414								http://link.springer.com/journal/10644		10644														1574-0277
De Economist	0013-063X								http://link.springer.com/journal/10645		10645														1572-9982
Ecotoxicology	0963-9292								http://link.springer.com/journal/10646		10646														1573-3017
Educational Psychology Review	1040-726X								http://link.springer.com/journal/10648		10648														1573-336X
Educational Studies in Mathematics	0013-1954								http://link.springer.com/journal/10649		10649														1573-0816
European Journal for Education Law and Policy	1386-8349								http://link.springer.com/journal/10650		10650														1573-1715
Environmental and Ecological Statistics	1352-8505								http://link.springer.com/journal/10651		10651														1573-3009
Environmental Fluid Mechanics	1567-7419								http://link.springer.com/journal/10652		10652														1573-1510
Environmental Geochemistry and Health	0269-4042								http://link.springer.com/journal/10653		10653														1573-2983
European Journal of Epidemiology	0393-2990								http://link.springer.com/journal/10654		10654														1573-7284
European Journal of Plant Pathology	0929-1873								http://link.springer.com/journal/10658		10658														1573-8469
Journal of Elasticity	0374-3535								http://link.springer.com/journal/10659		10659														1573-2681
Electronic Commerce Research	1389-5753								http://link.springer.com/journal/10660		10660														1572-9362
Environmental Monitoring and Assessment	0167-6369								http://link.springer.com/journal/10661		10661														1573-2959
Empirica	0340-8744								http://link.springer.com/journal/10663		10663														1573-6911
Empirical Software Engineering	1382-3256								http://link.springer.com/journal/10664		10664														1573-7616
Environmental Modeling & Assessment	1420-2026								http://link.springer.com/journal/10666		10666														1573-2967
Environment, Development and Sustainability	1387-585X								http://link.springer.com/journal/10668		10668														1573-2975
Environment Systems and Decisions	2194-5403								http://link.springer.com/journal/10669		10669														2194-5411
Erkenntnis	0165-0106								http://link.springer.com/journal/10670		10670														1572-8420
Educational Research for Policy and Practice	1570-2081								http://link.springer.com/journal/10671		10671														1573-1723
L1-Educational Studies in Language and Literature	1567-6617								http://link.springer.com/journal/10674		10674														1573-1731
Ethics and Information Technology	1388-1957								http://link.springer.com/journal/10676		10676														1572-8439
Ethical Theory and Moral Practice	1386-2820								http://link.springer.com/journal/10677		10677														1572-8447
European Journal of Population	0168-6577								http://link.springer.com/journal/10680		10680														1572-9885
Euphytica	0014-2336								http://link.springer.com/journal/10681		10681														1573-5060
Evolutionary Ecology	0269-7653								http://link.springer.com/journal/10682		10682														1573-8477
Experimental Economics	1386-4157								http://link.springer.com/journal/10683		10683														1573-6938
Expert Evidence	0965-3643								http://link.springer.com/journal/10684		10684														1573-9694
Experimental Astronomy	0922-6435								http://link.springer.com/journal/10686		10686														1572-9508
Extremes	1386-1999								http://link.springer.com/journal/10687		10687														1572-915X
Functional Analysis and Its Applications	0016-2663								http://link.springer.com/journal/10688		10688														1573-8485
Familial Cancer	1389-9600								http://link.springer.com/journal/10689		10689														1573-7292
Asia-Pacific Financial Markets	1387-2834								http://link.springer.com/journal/10690		10690														1573-6946
Feminist Legal Studies	0966-3622								http://link.springer.com/journal/10691		10691														1572-8455
Fibre Chemistry	0015-0541								http://link.springer.com/journal/10692		10692														1573-8493
Fire Technology	0015-2684								http://link.springer.com/journal/10694		10694														1572-8099
Fish Physiology and Biochemistry	0920-1742								http://link.springer.com/journal/10695		10695														1573-5168
Fluid Dynamics	0015-4628								http://link.springer.com/journal/10697		10697														1573-8507
Foundations of Chemistry	1386-4238								http://link.springer.com/journal/10698		10698														1572-8463
Foundations of Science	1233-1821								http://link.springer.com/journal/10699		10699														1572-8471
European Journal of Wood and Wood Products	0018-3768								http://link.springer.com/journal/107		107														1436-736X
Fuzzy Optimization and Decision Making	1568-4539								http://link.springer.com/journal/10700		10700														1573-2908
Foundations of Physics	0015-9018								http://link.springer.com/journal/10701		10701														1572-9516
Foundations of Physics Letters	0894-9875								http://link.springer.com/journal/10702		10702														1572-9524
Formal Methods in System Design	0925-9856								http://link.springer.com/journal/10703		10703														1572-8102
International Journal of Fracture	0376-9429								http://link.springer.com/journal/10704		10704														1573-2673
Nutrient Cycling in Agroecosystems	1385-1314								http://link.springer.com/journal/10705		10705														1573-0867
Geotechnical and Geological Engineering	0960-3182								http://link.springer.com/journal/10706		10706														1573-1529
GeoInformatica	1384-6175								http://link.springer.com/journal/10707		10707														1573-7624
GeoJournal	0343-2521								http://link.springer.com/journal/10708		10708														1572-9893
Genetic Programming and Evolvable Machines	1389-2576								http://link.springer.com/journal/10710		10710														1573-7632
Geometriae Dedicata	0046-5755								http://link.springer.com/journal/10711		10711														1572-9168
Surveys in Geophysics	0169-3298								http://link.springer.com/journal/10712		10712														1573-0956
THE GENEVA RISK AND INSURANCE REVIEW	1554-964X								http://link.springer.com/journal/10713		10713														1554-9658
General Relativity and Gravitation	0001-7701								http://link.springer.com/journal/10714		10714														1572-9532
Geriatric Nephrology and Urology	0924-8455								http://link.springer.com/journal/10715		10715														1573-7306
Glass and Ceramics	0361-7610								http://link.springer.com/journal/10717		10717														1573-8515
Global Change and Human Health	1389-5702								http://link.springer.com/journal/10718		10718														1573-7314
Glycoconjugate Journal	0282-0080								http://link.springer.com/journal/10719		10719														1573-4986
Glass Physics and Chemistry	1087-6596								http://link.springer.com/journal/10720		10720														1608-313X
