publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status		coverage_notes
Netherlands International Law Review	0165-070X	1741-6191	1975-05-01	22	1	2014-12-31	61	3	http://www.cambridge.org/core/product/8C1A6B48B4D015F24A701C9FFEA38F39		3594		fulltext	transfer out (2015): Springer. previously: Nederlands Tijdschrift voor Internationaal Recht 1953-1964		serial										0165-070X	1741-6191					Current		
Leiden Journal of International Law	0922-1565	1478-9698	1988-05-01	1	1				http://www.cambridge.org/core/product/12CB3893744F52A4503D96E7E69DB060		3595		fulltext			serial										0922-1565	1478-9698					Current		
Natural Language Engineering	1351-3249	1469-8110	1995-03-01	1	1				http://www.cambridge.org/core/product/870EB42408BC1A265802E834A0B474D1		3596		fulltext			serial										1351-3249	1469-8110					Current		
British Actuarial Journal	1357-3217	2044-0456	1995-04-01	1	1				http://www.cambridge.org/core/product/2B575656C0D6D627397B5E4512789AE4		3597		fulltext	Open Access Journal from 2017. previously: Journal of the Institute of Actuaries. Merge (1995): Transactions of the Faculty of Actuaries.		serial										1357-3217	2044-0456					Current		
Organised Sound	1355-7718	1469-8153	1996-01-04	1	1				http://www.cambridge.org/core/product/F662F87343B7F7B98D1E3A6E5A1B21E1		3598		fulltext			serial										1355-7718	1469-8153					Current		
Ageing & Society	0144-686X	1469-1779	1981-01-01	1	1				http://www.cambridge.org/core/product/8C0B631C753A542B1F9D926BD195DB86		3599		fulltext			serial										0144-686X	1469-1779					Current		
British Journal of Political Science	0007-1234	1469-2112	1971-01-01	1	1				http://www.cambridge.org/core/product/FD38AC39CC0E8A315361CDF266B85A14		3600		fulltext			serial										0007-1234	1469-2112					Current		
Comparative Studies in Society and History	0010-4175	1475-2999	1958-10-01	1	1				http://www.cambridge.org/core/product/3D5C40349E588565CAD30F5A7E08F68F		3601		fulltext			serial										0010-4175	1475-2999					Current		
Journal of Biosocial Science	0021-9320	1469-7599	1969-01-01	1	1				http://www.cambridge.org/core/product/6B53DA907A7B296F6BC1CABBFBCDC28F		3602		fulltext			serial										0021-9320	1469-7599					Current		
Journal of Social Policy	0047-2794	1469-7823	1972-01-01	1	1				http://www.cambridge.org/core/product/627485BDBFFECDFAE1DA00186BC7D7DA		3603		fulltext			serial										0047-2794	1469-7823					Current		
Macroeconomic Dynamics	1365-1005	1469-8056	1997-01-01	1	1				http://www.cambridge.org/core/product/F72F3BB375E749AC9D413A993505D500		3604		fulltext			serial										1365-1005	1469-8056					Current		
Review of International Studies	0260-2105	1469-9044	1981-01-01	7	1				http://www.cambridge.org/core/product/3B772FE5B36675FAF450722547F58DF7		3605		fulltext	previously: British Journal of International Studies 1975-1980		serial										0260-2105	1469-9044					Current		
Environment and Development Economics	1355-770X	1469-4395	1996-02-01	1	1				http://www.cambridge.org/core/product/E9B1601107D6892A3F330585355FE062		3606		fulltext			serial										1355-770X	1469-4395					Current		
Journal of Child Language	0305-0009	1469-7602	1974-05-01	1	1				http://www.cambridge.org/core/product/C644EF3F5D5C03A3B735A52482A810B8		3607		fulltext			serial										0305-0009	1469-7602					Current		
Journal of Latin American Studies	0022-216X	1469-767X	1969-05-01	1	1				http://www.cambridge.org/core/product/2CC8E5C88C78522D8CF432A0B6005E54		3608		fulltext			serial										0022-216X	1469-767X					Current		
Development and Psychopathology	0954-5794	1469-2198	1989-01-01	1	1				http://www.cambridge.org/core/product/A3CE155C6198F798EC1E12D318FD5983		3609		fulltext			serial										0954-5794	1469-2198					Current		
Journal of Linguistics	0022-2267	1469-7742	1965-04-01	1	1				http://www.cambridge.org/core/product/CB4469A0E10303A62565A388519063AA		3610		fulltext			serial										0022-2267	1469-7742					Current		
Religious Studies	0034-4125	1469-901X	1965-10-01	1	1				http://www.cambridge.org/core/product/38601D210B54555BDB22082CECA7B6CC		3611		fulltext			serial										0034-4125	1469-901X					Current		
Studies in Second Language Acquisition	0272-2631	1470-1545	1978-09-01	1	1				http://www.cambridge.org/core/product/89E81FB21B749A8242E89C9FF383859A		3612		fulltext			serial										0272-2631	1470-1545					Current		
The Historical Journal	0018-246X	1469-5103	1958-03-01	1	1				http://www.cambridge.org/core/product/15E98E1D30D09470213F11031D82A83C		3613		fulltext	previously: Cambridge Historical Journal 1923-1957		serial										0018-246X	1469-5103					Current		
The Journal of African History	0021-8537	1469-5138	1960-01-01	1	1				http://www.cambridge.org/core/product/5801BD5DA5F1DCCF8BFA7EC236F12F2D		3614		fulltext			serial										0021-8537	1469-5138					Current		
The Journal of Modern African Studies	0022-278X	1469-7777	1963-03-01	1	1				http://www.cambridge.org/core/product/F354A04F54C97CAAAF842CDEB34C7AD6		3615		fulltext			serial										0022-278X	1469-7777					Current		
Journal of American Studies	0021-8758	1469-5154	1967-04-01	1	1				http://www.cambridge.org/core/product/6809E89819E4BB6F6C96CB367CB84811		3616		fulltext	previously: Bulletin of the British Association for American Studies 1956-1966		serial										0021-8758	1469-5154					Current		
Continuity and Change	0268-4160	1469-218X	1986-05-01	1	1				http://www.cambridge.org/core/product/23FE8BE8E8BA4803A52A9FB68C708261		3617		fulltext			serial										0268-4160	1469-218X					Current		
Phonology	0952-6757	1469-8188	1988-05-01	5	1				http://www.cambridge.org/core/product/CDB4467E165BAC69C3AF66494E2B8FEC		3618		fulltext	previously: Phonology Yearbook 1984-1987		serial										0952-6757	1469-8188					Current		
Cambridge Quarterly of Healthcare Ethics	0963-1801	1469-2147	1992-03-01	1	1				http://www.cambridge.org/core/product/608A8A88AE6452F40178C159EB0B2F12		3619		fulltext			serial										0963-1801	1469-2147					Current		
Journal of Public Policy	0143-814X	1469-7815	1981-02-01	1	1				http://www.cambridge.org/core/product/36840434E1E3E412FFAA6832AA9488AA		3620		fulltext			serial										0143-814X	1469-7815					Current		
Philosophy	0031-8191	1469-817X	1932-01-01	7	1				http://www.cambridge.org/core/product/3EA385852862D405D2421320F738E6C6		3621		fulltext	previously: Journal of Philosophical Studies 1926-1931		serial										0031-8191	1469-817X					Current		
The Journal of Ecclesiastical History	0022-0469	1469-7637	1950-04-01	1	1				http://www.cambridge.org/core/product/8EF6696C5F923E985C82359461BA4F16		3622		fulltext	Missing from the archive vol 47 iss 3		serial										0022-0469	1469-7637					Current		
Econometric Theory	0266-4666	1469-4360	1985-04-01	1	1				http://www.cambridge.org/core/product/63F95CACEB87F6CB4033900B0144DEB2		3623		fulltext			serial										0266-4666	1469-4360					Current		
Modern Asian Studies	0026-749X	1469-8099	1967-01-01	1	1				http://www.cambridge.org/core/product/457172B1126D4C98B0412AA440066031		3624		fulltext			serial										0026-749X	1469-8099					Current		
Language in Society	0047-4045	1469-8013	1972-04-01	1	1				http://www.cambridge.org/core/product/EC4E88B0AA45FD9A55F999EFBA5D1673		3625		fulltext			serial										0047-4045	1469-8013					Current		
The Cambridge Law Journal	0008-1973	1469-2139	1921-03-01	1	1				http://www.cambridge.org/core/product/3FC5F3E17037CA475D11B192FC539726		3626		fulltext			serial										0008-1973	1469-2139					Current		
Bilingualism: Language and Cognition	1366-7289	1469-1841	1998-01-04	1	1				http://www.cambridge.org/core/product/A21F66F2B26B14B043C6EEDBBE269DF7		3627		fulltext			serial										1366-7289	1469-1841					Current		
International Review of Social History	0020-8590	1469-512X	1956-04-01	1	1				http://www.cambridge.org/core/product/7FF66016B2018F886FFFFA224E60F12D		3628		fulltext	previously: Bulletin of the International Institute of Social History 1937-1955; International Review for Social History 1936-1939		serial										0020-8590	1469-512X					Current		
Studies in American Political Development	0898-588X	1469-8692	1986-03-01	1					http://www.cambridge.org/core/product/59945CEE3956FCF60F6F1A156B98EEA1		3629		fulltext			serial										0898-588X	1469-8692					Current		
The Classical Review	0009-840X	1464-3561	1887-03-01	1	1				http://www.cambridge.org/core/product/79B838F08A887B56E90CE44269E44EF6		3630		fulltext			serial										0009-840X	1464-3561					Current		
Ancient Mesoamerica	0956-5361	1469-1787	1990-03-01	1	1				http://www.cambridge.org/core/product/7A421F8ED5CF90E74341C85FCDAC834D		3631		fulltext			serial										0956-5361	1469-1787					Current		
Annual Review of Applied Linguistics	0267-1905	1471-6356	1980-03-01	1					http://www.cambridge.org/core/product/FF986CB91458B4CB973232DDDAD45B53		3632		fulltext			serial										0267-1905	1471-6356					Current		
International Journal of Technology Assessment in Health Care	0266-4623	1471-6348	1985-01-01	1	1				http://www.cambridge.org/core/product/5A33AA41BC24DE8673ABFB7AF1B91C58		3633		fulltext			serial										0266-4623	1471-6348					Current		
New Testament Studies	0028-6885	1469-8145	1954-09-01	1	1				http://www.cambridge.org/core/product/3028542C9346770331D11438F2A985CE		3634		fulltext			serial										0028-6885	1469-8145					Current		
Probability in the Engineering and Informational Sciences	0269-9648	1469-8951	1987-01-01	1	1				http://www.cambridge.org/core/product/7190D3958CF184EC45AB508450F7F9DA		3635		fulltext			serial										0269-9648	1469-8951					Current		
Applied Psycholinguistics	0142-7164	1469-1817	1980-02-01	1	1				http://www.cambridge.org/core/product/9C79E8A2AAD1918E8F13D1D92AEEEE7E		3636		fulltext			serial										0142-7164	1469-1817					Current		
British Journal of Music Education	0265-0517	1469-2104	1984-03-01	1	1				http://www.cambridge.org/core/product/3C4E2A53D30EAF22FDA944E18DB5E89F		3637		fulltext			serial										0265-0517	1469-2104					Current		
Contemporary European History	0960-7773	1469-2171	1992-03-01	1	1				http://www.cambridge.org/core/product/326C5884CAC8B1DC6A1B2D5A33FAFDD1		3638		fulltext			serial										0960-7773	1469-2171					Current		
Language Variation and Change	0954-3945	1469-8021	1989-03-01	1	1				http://www.cambridge.org/core/product/CD9814A272A12902DEA37BA569C0E157		3639		fulltext			serial										0954-3945	1469-8021					Current		
Legal Theory	1352-3252	1469-8048	1995-03-01	1	1				http://www.cambridge.org/core/product/18A6812B8458E126051E21F835520816		3640		fulltext			serial										1352-3252	1469-8048					Current		
Victorian Literature and Culture	1060-1503	1470-1553	1991-01-01	19	1				http://www.cambridge.org/core/product/97B87C895706550CBFD1375745C3042E		3641		fulltext	previously:Browning Institute Studies 1973-1990		serial										1060-1503	1470-1553					Current		
International Labor and Working-Class History	0147-5479	1471-6445	1976-05-01	9					http://www.cambridge.org/core/product/136F75E502E571AB339049E65F7CDF2F		3642		fulltext	previously: Newsletter European Labor and Working Class History 1972-1975		serial										0147-5479	1471-6445					Current		
English Language and Linguistics	1360-6743	1469-4379	1997-05-01	1	1				http://www.cambridge.org/core/product/8A220E8A0931787C59EEEB68DF5B05D2		3643		fulltext			serial										1360-6743	1469-4379					Current		
Urban History	0963-9268	1469-8706	1992-04-01	19	1				http://www.cambridge.org/core/product/923A3D28AA1075F462BC003C543FC57D		3644		fulltext	previously: Urban History Yearbook 1974-1991 (subscribers will also have access to Online Urban History Bibliography)		serial										0963-9268	1469-8706					Current		
Popular Music	0261-1430	1474-0095	1981-01-01	1	1				http://www.cambridge.org/core/product/AA802B5FB44548E5E91440EA9E0D909F		3645		fulltext			serial										0261-1430	1474-0095					Current		
Primary Health Care Research & Development	1463-4236	1477-1128	2000-01-01	1	1				http://www.cambridge.org/core/product/32C9D453D5FCE02D20FE22C0CF2F0970		3646		fulltext			serial										1463-4236	1477-1128					Current		
International Journal of Middle East Studies	0020-7438	1471-6380	1970-01-01	1	1				http://www.cambridge.org/core/product/2FC045068741056222E77F0ACDD76662		3647		fulltext			serial										0020-7438	1471-6380					Current		
Arabic Sciences and Philosophy	0957-4239	1474-0524	1991-03-01	1	1				http://www.cambridge.org/core/product/B013E41B003803495BBACD6C52701979		3649		fulltext			serial										0957-4239	1474-0524					Current		
Cambridge Opera Journal	0954-5867	1474-0621	1989-03-01	1	1				http://www.cambridge.org/core/product/B8656C3637AB71ED339ECB649E3A2253		3650		fulltext			serial										0954-5867	1474-0621					Current		
Canadian Journal of Political Science / Revue canadienne de science politique	0008-4239	1744-9324	1968-03-01	1	1				http://www.cambridge.org/core/product/A9C7A8DDF51F9A70861AC96E8B388DEF		3651		fulltext	previously: Canadian Journal of Economics and Political Science		serial										0008-4239	1744-9324					Current		
Central European History	0008-9389	1569-1616	1968-03-01	1	1				http://www.cambridge.org/core/product/C5DBF3E8CD35888A0EDB091529CC9F8A		3652		fulltext			serial										0008-9389	1569-1616					Current		
Journal of French Language Studies	0959-2695	1474-0079	1991-03-01	1	1				http://www.cambridge.org/core/product/6D390410FE35F04425913449A1C059F5		3653		fulltext			serial										0959-2695	1474-0079					Current		
Journal of the History of Economic Thought	1053-8372	1469-9656	1990-01-01	12	1				http://www.cambridge.org/core/product/DE90B213159AC189FBBDD434E081B982		3654		fulltext	previously: History of Economics Society Bulletin 1979-1989		serial										1053-8372	1469-9656					Current		
Cambridge Archaeological Journal	0959-7743	1474-0540	1991-04-01	1	1				http://www.cambridge.org/core/product/F47DA54159786085C86FFF4E5142B103		3655		fulltext			serial										0959-7743	1474-0540					Current		
Economics and Philosophy	0266-2671	1474-0028	1985-04-01	1	1				http://www.cambridge.org/core/product/B5D4296480440438DA66419338B16C88		3656		fulltext			serial										0266-2671	1474-0028					Current		
Financial History Review	0968-5650	1474-0052	1994-04-01	1	1				http://www.cambridge.org/core/product/DCA684C4B9E2558C24A8FEFC37C23755		3657		fulltext	Active online subscribers will have access to the Online Financial History Bibliography		serial										0968-5650	1474-0052					Current		
Plainsong and Medieval Music	0961-1371	1474-0087	1992-04-01	1	1				http://www.cambridge.org/core/product/C24169BB4C400DAF51A47772319980F0		3658		fulltext	previously: Journal of the Plainsong & Medieval Music Society 1978-1991		serial										0961-1371	1474-0087					Current		
Japanese Journal of Political Science	1468-1099	1474-0060	2000-01-05	1	1				http://www.cambridge.org/core/product/36206D116DEAB946EAD228984CFF990E		3659		fulltext			serial										1468-1099	1474-0060					Current		
ReCALL	0958-3440	1474-0109	1989-11-01	1	1				http://www.cambridge.org/core/product/77ED4A22CB83154B7101A963CA3B7EDF		3660		fulltext			serial										0958-3440	1474-0109					Current		
Transactions of the Royal Historical Society	0080-4401	1474-0648	1872-12-01	1					http://www.cambridge.org/core/product/50500A81A9EA4B7739B58DFE5EE5D9C3		3661		fulltext			serial										0080-4401	1474-0648					Current		
English Today	0266-0784	1474-0567	1985-01-01	1	1				http://www.cambridge.org/core/product/6A924052C8301EB07127250016640D58		3662		fulltext			serial										0266-0784	1474-0567					Current		
Bulletin of the School of Oriental and African Studies	0041-977X	1474-0699	1940-02-01	10	1				http://www.cambridge.org/core/product/A221FD6CDA29B2D66BB2B58D6BE11571		3663		fulltext	previously: Bulletin of the School of Oriental Studies 1917-1939		serial										0041-977X	1474-0699					Current		
European Review	1062-7987	1474-0575	1993-01-01	1	1				http://www.cambridge.org/core/product/613A3273CC634F6A5978443F8616DE20		3664		fulltext			serial										1062-7987	1474-0575					Current		
Journal of Southeast Asian Studies	0022-4634	1474-0680	1970-03-01	1	1				http://www.cambridge.org/core/product/EC7A075436A167ACAB474DC2E664EF9D		3665		fulltext	previously: Journal of Southeast Asian History 1960-1969		serial										0022-4634	1474-0680					Current		
American Political Science Review	0003-0554	1537-5943	1906-11-01	1	1				http://www.cambridge.org/core/product/833A7242AC7B607BA7F6168DA072DB3B		3666		fulltext			serial										0003-0554	1537-5943					Current		
arq: Architectural Research Quarterly	1359-1355	1474-0516	1995-09-01	1	1				http://www.cambridge.org/core/product/3386C2CEC752273EE932C4791A47543D		3667		fulltext			serial										1359-1355	1474-0516					Current		
PS: Political Science & Politics	1049-0965	1537-5935	1988-12-01	21	1				http://www.cambridge.org/core/product/DACDE76A4E1D287359185FE191ACDEDC		3668		fulltext	previously: PS 1968-1987		serial										1049-0965	1537-5935					Current		
The British Journal for the History of Science	0007-0874	1474-001X	1962-06-01	1	1				http://www.cambridge.org/core/product/D65F60FBCAC74E99C40887D449137348		3669		fulltext	previously: Bulletin of the British Society for the History of Science 1949-1961		serial										0007-0874	1474-001X					Current		
The China Quarterly	0305-7410	1468-2648	1960-03-01	1					http://www.cambridge.org/core/product/37A7B629381F092FD873F9979093ABFC		3670		fulltext			serial										0305-7410	1468-2648					Current		
The Journal of Economic History	0022-0507	1471-6372	1941-05-01	1	1				http://www.cambridge.org/core/product/677F550CB2C69EFA1656654D487DE504		3671		fulltext			serial										0022-0507	1471-6372					Current		
Theatre Research International	0307-8833	1474-0672	1975-10-01	1	1				http://www.cambridge.org/core/product/03BBCE358C9E7D0F423FF3EBA6A75381		3672		fulltext			serial										0307-8833	1474-0672					Current		
Greece & Rome	0017-3835	1477-4550	1931-10-01	1	1				http://www.cambridge.org/core/product/CB0C36C82F3B53F734AB9A46755F0144		3673		fulltext	Subscription include a supplement 'New Surveys in the Classics' (books) (pending query, if applicable to NESLI2 customers)		serial										0017-3835	1477-4550					Current		
Journal of African Law	0021-8553	1464-3731	1957-03-01	1	1				http://www.cambridge.org/core/product/7457CC9ABA67940F4E4B4B09776518B2		3674		fulltext			serial										0021-8553	1464-3731					Current		
Journal of the Royal Asiatic Society	1356-1863	1474-0591	1991-04-01	1	1				http://www.cambridge.org/core/product/D70E68907DDF872EE920CC1BC27B6544		3675		fulltext	previously: Journal of the Royal Asiatic Society of Great Britain & Ireland 1834-1990; Transactions of the Royal Asiatic Society of Great Britain and Ireland 1824-1835		serial										1356-1863	1474-0591					Current		
European Journal of Sociology / Archives Européennes de Sociologie	0003-9756	1474-0583	1960-06-01	1	1				http://www.cambridge.org/core/product/5893D44315DDC6A96C30BA24A2B2D6C8		3676		fulltext			serial										0003-9756	1474-0583					Current		
Journal of the International Phonetic Association	0025-1003	1475-3502	1971-06-01	1	1				http://www.cambridge.org/core/product/E6CBB9A7E793537BEA4B742F24AC9C3E		3677		fulltext			serial										0025-1003	1475-3502					Current		
Science in Context	0269-8897	1474-0664	1987-03-01	1	1				http://www.cambridge.org/core/product/CB16016004606AC7E72B9596447615F1		3678		fulltext			serial										0269-8897	1474-0664					Current		
The Classical Quarterly	0009-8388	1471-6844	1907-04-01	1	1				http://www.cambridge.org/core/product/98B56E98F6176CC085C2D10BEF5DA258		3679		fulltext			serial										0009-8388	1471-6844					Current		
Early Music History	0261-1279	1474-0559	1981-10-01	1					http://www.cambridge.org/core/product/11644322AFB4FBC0AF883A4900A9BD94		3680		fulltext			serial										0261-1279	1474-0559					Current		
Anglo-Saxon England	0263-6751	1474-0532	1972-01-01	1	1				http://www.cambridge.org/core/product/27232CBB5C7FAB63168E1FB8869FB116		3681		fulltext			serial										0263-6751	1474-0532					Current		
Harvard Theological Review	0017-8160	1475-4517	1908-01-01	1	1				http://www.cambridge.org/core/product/F1768E6E180CAD06C94C302E6E4DE3F9		3682		fulltext			serial										0017-8160	1475-4517					Current		
Language Teaching	0261-4448	1475-3049	1982-01-01	15	1				http://www.cambridge.org/core/product/4AB260C46D6BB16AEBEF52DCCDEB7FA3		3683		fulltext	previously: Language Teaching & Linguistics: Abstracts 1975-1981; Language Teaching: Abstracts 1968-1974		serial										0261-4448	1475-3049					Current		
Social Philosophy and Policy	0265-0525	1471-6437	1983-09-01	1	1				http://www.cambridge.org/core/product/009D0E6E344F5D44FF9E2D43B955E1F4		3684		fulltext			serial										0265-0525	1471-6437					Current		
Social Policy and Society	1474-7464	1475-3073	2002-01-01	1	1				http://www.cambridge.org/core/product/1B75EFCEE7B5A390155D96F3ECA10AF3		3685		fulltext			serial										1474-7464	1475-3073					Current		
New Theatre Quarterly	0266-464X	1474-0613	1985-02-01	1	1				http://www.cambridge.org/core/product/5138523CFE819020EBB248E389972C0B		3686		fulltext			serial										0266-464X	1474-0613					Current		
Scottish Journal of Theology	0036-9306	1475-3065	1948-02-01	1	1				http://www.cambridge.org/core/product/7513691B30575F8675DF7AC00C63A59E		3687		fulltext			serial										0036-9306	1475-3065					Current		
Journal of Pension Economics and Finance	1474-7472	1475-3022	2002-01-03	1	1				http://www.cambridge.org/core/product/560E8ABB5E1E3B43322192E13AAC6C43		3688		fulltext			serial										1474-7472	1475-3022					Current		
World Trade Review	1474-7456	1475-3138	2002-01-03	1	1				http://www.cambridge.org/core/product/7EE127C511C14A82BA08BEA2A16C6103		3689		fulltext			serial										1474-7456	1475-3138					Current		
AJS Review	0364-0094	1475-4541	1976-04-01	1	1				http://www.cambridge.org/core/product/3D5EF6AF5F603EB0062EB2BF09291F9C		3690		fulltext			serial										0364-0094	1475-4541					Current		
Rural History	0956-7933	1474-0656	1990-04-01	1	1				http://www.cambridge.org/core/product/B8FA6F288378E7514C2D00E91D799F33		3691		fulltext			serial										0956-7933	1474-0656					Current		
Polar Record	0032-2474	1475-3057	1931-01-01	1	1				http://www.cambridge.org/core/product/80646D93BDFB33497B2E166BE7D2CFC6		3692		fulltext			serial										0032-2474	1475-3057					Current		
Tempo	0040-2982	1478-2286	1939-01-01	1	1				http://www.cambridge.org/core/product/A18B74AE295AE4BE0CBF89E65B9B0EC5		3693		fulltext			serial										0040-2982	1478-2286					Current		
The Journal of the Gilded Age and Progressive Era	1537-7814	1943-3557	2002-01-01	1	1				http://www.cambridge.org/core/product/113A938A653BAE7C42654C34EC40B874		3694		fulltext			serial										1537-7814	1943-3557					Current		
Perspectives on Politics	1537-5927	1541-0986	2003-01-03	1	1				http://www.cambridge.org/core/product/34496D0437DEA81D55F7EC7F2AC35018		3695		fulltext			serial										1537-5927	1541-0986					Current		
Nordic Journal of Linguistics	0332-5865	1502-4717	1978-06-01	1	1				http://www.cambridge.org/core/product/1735B0A5B6CDF97EBC922C682AA3B96E		3696		fulltext			serial										0332-5865	1502-4717					Current		
European Business Organization Law Review (EBOR)	1566-7529	1741-6205	2000-03-01	1	1	2014-12-31	15	4	http://www.cambridge.org/core/product/A86921D129E874EB105754A795FFEF07		3697		fulltext	transfer out (2015):Springer		serial										1566-7529	1741-6205					Current		
Archaeological Dialogues	1380-2038	1478-2294	1994-08-01	1	2				http://www.cambridge.org/core/product/50CE63E0995E833C011CE257A0864B89		3698		fulltext			serial										1380-2038	1478-2294					Current		
The International Journal of Asian Studies	1479-5914	1479-5922	2004-01-01	1	1				http://www.cambridge.org/core/product/90101B90A57E0DB2796B72C665F8DD30		3699		fulltext			serial										1479-5914	1479-5922					Current		
The Journal of Asian Studies	0021-9118	1752-0401	1956-11-01	16	1				http://www.cambridge.org/core/product/8F0EB58A422AA94AF5D30722E66935DA		3700		fulltext	previously: Far Eastern Quarterly 1941-1956		serial										0021-9118	1752-0401					Current		
Du Bois Review: Social Science Research on Race	1742-058X	1742-0598	2004-01-03	1	1				http://www.cambridge.org/core/product/92D7FB6D0981BB19D2D3B78E9D33217D		3701		fulltext			serial										1742-058X	1742-0598					Current		
Eighteenth-Century Music	1478-5706	1478-5714	2004-01-03	1	1				http://www.cambridge.org/core/product/72D4515362DF3356A3516CE24F95320D		3702		fulltext			serial										1478-5706	1478-5714					Current		
Journal of Financial and Quantitative Analysis	0022-1090	1756-6916	1966-03-01	1	1				http://www.cambridge.org/core/product/FB35548FF614F4556E96D01FA2CB412E		3703		fulltext			serial										0022-1090	1756-6916					Current		
Legal Information Management	1472-6696	1741-2021	2001-03-01	1	1				http://www.cambridge.org/core/product/C4402B2899D9440A7587373B19B2122A		3704		fulltext			serial										1472-6696	1741-2021					Current		
twentieth-century music	1478-5722	1478-5730	2004-01-03	1	1				http://www.cambridge.org/core/product/70A7BC24C500674E425B00ACD7686CCE		3705		fulltext	Free content from 1998 vol 1 iss 1 - 2011 vol 14 iss 6		serial										1478-5722	1478-5730					Current		
Utilitas	0953-8208	1741-6183	1989-05-01	1	1				http://www.cambridge.org/core/product/E877D32E5504714AD4B5250AFFDAA42C		3706		fulltext			serial										0953-8208	1741-6183					Current		
Modern Intellectual History	1479-2443	1479-2451	2004-01-04	1	1				http://www.cambridge.org/core/product/DA0FCF6112B9EEFD7F49917529181198		3707		fulltext			serial										1479-2443	1479-2451					Current		
Nineteenth-Century Music Review	1479-4098	2044-8414	2004-01-06	1					http://www.cambridge.org/core/product/6B98E6E99E55CAB91DA71FB67931239A		3708		fulltext			serial										1479-4098	2044-8414					Current		
Netherlands Yearbook of International Law	0167-6768	1574-0951	1970-12-01	1		2013-12-31	44		http://www.cambridge.org/core/product/444B71966DEA29F9F1DE6323ED568A8D		3709		fulltext	transfer out (2015):Springer		serial										0167-6768	1574-0951					Current		
Yearbook of International Humanitarian Law	1389-1359	1574-096X	1998-12-01	1		2013-12-31	16		http://www.cambridge.org/core/product/A13BD5B498013FE4F711FC1AD6ED8812		3710		fulltext	transfer out (2015):Springer		serial										1389-1359	1574-096X					Current		
Austrian History Yearbook	0067-2378	1558-5255	1965-01-01	1	1				http://www.cambridge.org/core/product/2C44235CEADCB662E9636CE21E327B6C		3711		fulltext			serial										0067-2378	1558-5255					Current		
European Constitutional Law Review (EuConst)	1574-0196	1744-5515	2005-01-01	1	1				http://www.cambridge.org/core/product/426F8C02E9D49397869D5A7688416978		3712		fulltext			serial										1574-0196	1744-5515					Current		
Foreign Policy Bulletin	1052-7036	1745-1302	1990-08-01	1	1	2012-12-01	22	4	http://www.cambridge.org/core/product/2D5B8F394F4A5759634AD8337C45F489		3714		fulltext	ceased: 2012		serial										1052-7036	1745-1302					Current		
Dialogue: Canadian Philosophical Review/Revue canadienne de philosophie	0012-2173	1759-0949	1962-06-01	1	1				http://www.cambridge.org/core/product/1BDCC1548D82F0ECAAB6F90B1A12AE4F		3715		fulltext			serial										0012-2173	1759-0949					Current		
International Journal of Law in Context	1744-5523	1744-5531	2005-01-03	1	1				http://www.cambridge.org/core/product/6A75F5F323A38A15846AAA53FA29A3F2		3716		fulltext			serial										1744-5523	1744-5531					Current		
Law and History Review	0738-2480	1939-9022	1983-03-01	1	1				http://www.cambridge.org/core/product/1F5F64176DE6E081AE0FFC511CB134A2		3717		fulltext			serial										0738-2480	1939-9022					Current		
Politics & Gender	1743-923X	1743-9248	2005-01-03	1	1				http://www.cambridge.org/core/product/7DE2C645F007C3B59362A873FC051EC3		3718		fulltext			serial										1743-923X	1743-9248					Current		
Journal of Institutional Economics	1744-1374	1744-1382	2005-06-01	1	1				http://www.cambridge.org/core/product/329C6FAD974C7E0D4DE0845833342A29		3719		fulltext			serial										1744-1374	1744-1382					Current		
Britannia	0068-113X	1753-5352	1970-11-01	1	1				http://www.cambridge.org/core/product/2D1281A8D0E7A729500E552E528FDE97		3720		fulltext			serial										0068-113X	1753-5352					Current		
Journal of Roman Studies	0075-4358	1753-528X	1911-11-01	1					http://www.cambridge.org/core/product/BA980D59E9AEBA8C479580B6318BE61E		3721		fulltext			serial										0075-4358	1753-528X					Current		
Health Economics, Policy and Law	1744-1331	1744-134X	2006-01-01	1	1				http://www.cambridge.org/core/product/88793A590D403BF7E20B439D18E7260A		3722		fulltext			serial										1744-1331	1744-134X					Current		
Revista de Historia Económica	0212-6109	2041-3335	1983-03-01	1	1				http://www.cambridge.org/core/product/09ACC948210610F7969A7AF907192EEE		3723		fulltext			serial										0212-6109	2041-3335					Current		
The Review of Politics	0034-6705	1748-6858	1939-01-01	1	1				http://www.cambridge.org/core/product/F2DB6A376929AFCA5BBE69781E206892		3724		fulltext	Missing from the archive vol 58 iss 1 and vol 61 iss 2		serial										0034-6705	1748-6858					Current		
Ethics & International Affairs	0892-6794	1747-7093	1987-03-01	1					http://www.cambridge.org/core/product/C897DA23C0F3FC24F9B5B6471FF71C56		3725		fulltext			serial										0892-6794	1747-7093					Current		
